"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Imóveis da União";"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviço Público__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

Os dados apresentados no recurso ""Consulta Imóveis da União"" são extraídos mensalmente dos seguintes sistemas da SPU: Sistema de Gerenciamento dos Imóveis de Uso Especial (SPIUNET) para os imóveis de Uso Especial e Sistema Integrado de Administração Patrimonial (SIAPA) para imóveis classificados como Dominiais.

Os dados apresentados no recurso ""Consulta Imóveis Funcionais"" são extraídos do Cadastro de Imóveis Funcionais (CIF), sob demanda da Controladoria Geral da União e publicados no Portal da Transparência, no endereço eletrônico https://portaldatransparencia.gov.br/imoveis-funcionais.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

##Imóveis Funcionais: 
São imóveis cuja destinação é reservada ao uso residencial funcional. Fazem parte do grupo Imóveis de Uso Especial.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";"Aforamento,Autorização de Uso Sustentável,CDRU,CUEM,Cessão,Concessão de Direito Real de Uso,Concessão de Uso Especial para fins de Moradia,Entrega,Inscrição de ocupação,MGI,SIAPA,SPU,dominiais,imóveis,patrimônio da união,uso especial";"3";"0";"3566"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Imóveis da União - Arrecadação Patrimonial";"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviço Público__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";"Aforamento,Arrecadação,CDRU,CUEM,Imóveis,Ocupação,Patrimônio Imobiliário,TAUS";"1";"0";"54"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Imóveis da União - Depreciação dos Imóveis em Uso Especial";"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviço Público__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";"Depreciação,SPU,patrimônio da união,uso especial";"1";"0";"43"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Imóveis da União - Pontos Georreferenciados";"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviços Públicos__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";"Aforamento,CDRU,CUEM,Geoespacial,Geoinformação,Inscrição de ocupação,Patrimônio Imobiliário,Patrimônio Imóvel,TAUS,imóveis";"1";"0";"195"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Informações dos serviços públicos prestados pelo Governo Federal";"Publicação de informações dos serviços públicos prestados pelo Governo Federal no portal único __[GOV.BR](https://gov.br)__.

Há nos recursos deste _dataset_ operação de consulta à todos os serviços públicos federais.

__* Importante:__ A consulta disponibilizada aos serviços públicos é __atualizada diariamente__";"Cidadão,Dados Estratégicos,Decreto 10332-2020,Decreto 8936-2016,EGD,Estratégia de Governo Digital,Serviços públicos,digitalização de serviços,governo federal,serviços digitais";"1";"0";"734"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Lista de publicações do Arquivo Nacional";"Lista de publicações do Arquivo Nacional.";"Dados Estratégicos,Produção técnica,Revista,doação de publicações,livros,produção científica,publicações digitais,publicações impressas,venda de publicações";"5";"0";"203"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Memória da Administração Pública Brasileira";"Ferramenta de consulta disponível na internet que armazena informações sobre diversos órgãos da estrutura administrativa brasileira desde o período colonial até nossos dias. Informações a serem disponibilizadas: Órgão; Sucessor; Antecessor; Termo Indexação; Ministério; Superior Hierárquico; Período Criação; Período Extinção; Tipo Diploma; Número Diploma; Termo de localização; Período promulgação.";"Arquivo Nacional";"4";"0";"25"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Metadados para API Consulta SICAR CPF/CNPJ - ConectaGov";"Metadados para os Atributos Listados Abaixo da API de Consulta de imóvel do CAR por meio de CPF ou CNPJ e Informações de Acesso para essa API:

Parâmetros de Entrada:
cpfCnpj.

Parâmetros de Saída
identificadorImovel;	
codigoImovel;
indicadorAtivo.	

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/consulta-sicar-cpf-cnpj";"Cadastro,Código Florestal,Meio Ambiente";"1";"0";"483"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Metadados para API SICAR Demonstrativo - ConectaGov";"Metadados para os Atributos Listados Abaixo da API de Demonstrativo de Imóvel do CAR por meio de Código do Imóvel no Sicar a ser consultado e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
situacaoImovel;
codigoImovel;
descricaoEtapaCadastro;
areaTotalImovel;
quantidadeModulosFiscais;	
dataCadastro;
dataUltimaAtualizacaoCadastro;	
codigoMunicipio;	
municipio;
unidadeFederativa;
coordenadasImovelX;	
coordenadasIimovelY;	
areaRemanescenteVegetacaoNativa;	
areaConsolidada;
areaServidaoAdministrativa;	
situacaoReservaLegal;	
areaReservaLegalAverbadaDocumental;	
areaReservaLegalAverbada;	
areaReservaLegalAprovadaNaoAverbada;	
areaReservaLegalProposta;
areaReservaLegalDeclaradaProprietarioPossuidor;	
areaPreservacaoPermanente;	
areaPreservacaoPermanenteAreaRuralConsolida;	
areaPreservacaoPermanenteAreaRemanescenteVegetacaoNativa;	
areaUsoRestritoDeclividade;	
areaReservaLegalPassivoExcedente;
areaReservaLegalRecompor;	
areaPreservacaoPermanenteRecomporÁrea;	
areaUsoRestritoRecompor;	
areaReservaLegalRecompor;
sobreposicoesTerraIndigena;	
sobreposicoesUnidadeConservacao;
sobreposicoesAreasEmbargadas;	
poligonoAreaImovel.

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/api-sicar-demonstrativo";"Cadastro,Código Florestal,Meio Ambiente";"1";"0";"68"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Metadados para API Sicar Imóvel - ConectaGov";"Metadados para os Atributos Listados Abaixo da API de Consulta de imóvel do CAR por meio de CPF ou CNPJ e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
identificadorImovel;	
codigoImovel;
codigoVersao;
tipoOrigem;	
protocolo;	
dataUltimoProtocolo;	
statusImovel;	
tipoImovel;	
cpfCadastrante;	
nomeCadastrante;	
nomeImovel;
fracaoIdeal;	
identificadorMunicipio;	
municipio;	
areaTotalImovel;	
numeroModulosFiscais;	
dataCriacaoRegistro;	
dataAtualizacaoRegistro;	
areaTotal;
declaracaoAnterior;	
declaracaoPosterior;	
situacao;
situacaoMigracao;
aderiuPra.

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/sicar-imovel";"Cadastro,Código Florestal,Meio Ambiente";"1";"0";"46"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Metadados para API Sicar Tema - ConectaGov";"Metadados para os Atributos Listados Abaixo da API Sicar Tema por meio do Código do Imóvel e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
tema;
identificadorImovel;	
areaTotalTema;	
geoAreaTema;

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/sicar-tema";"Cadastro,Código Florestal,Meio Ambiente";"1";"0";"33"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Movimentação de Portugueses no Brasil";"A base possui registros (entre 1808 -1842) e permite a busca das mais variadas informações, tais como: idade, estado civil, profissão, acompanhantes, locais de residência e moradia, destinos e características físicas. Informações a serem disponibilizadas: Sobrenome; Nome; Naturalidade; Idade; Estado civil; Ocupação; Ano/Chegada; Procedência; Destino; Ano do registro.";"Arquivo Nacional";"4";"0";"43"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Módulo de Atendimento à Distância";"Ferramenta de consulta ao instrumento de pesquisa do SIAN e de solicitação de serviço. Informações a serem disponibilizadas: Objeto da Pesquisa; Serviço/Produto fornecidos; Data.";"Arquivo Nacional";"4";"0";"7"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Ofício de Notas da Cidade do Rio de Janeiro";"Os registros da base de dados Ofícios de Notas dizem respeito às fichas produzidas na década de 1970 pela antiga Seção do Poder Judiciário do Arquivo Nacional. Esse trabalho não abrange o 6º, 9º, 13º e 17º Ofício de Notas do Rio de Janeiro, pois não foram recolhidos a esta instituição. Informações a serem disponibilizadas: Fundo/Coleção; Série; Título; Sobrenome; Prenome; Responsabilidade; Sobrenome; Prenome; Responsabilidade; Livro; Data.";"Arquivo Nacional";"4";"0";"25"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Painel Estatístico Pessoal – PEP";"Com o objetivo de melhorar a gestão dos recursos públicos, reduzir o tempo para o acesso às informações e disponibilizar os dados de forma moderna, simples e transparente, a Secretaria de Gestão de Pessoas do [Ministério do Planejamento](http://www.planejamento.gov.br/) oferece o [Painel Estatístico Pessoal – PEP](https://pep.planejamento.gov.br), que concentra as informações estatísticas de pessoal do Poder Executivo Federal a partir de janeiro de 2017. 

A iniciativa apoia os gestores públicos, cidadãos e imprensa na realização de análise de dados de Despesas de Pessoal, Servidores, Remunerações, Ingressos por Concurso ou Processo Seletivo, Cargos e Funções e Aposentadorias.

O [PEP](https://www.gov.br/economia/pt-br/assuntos/planejamento/servidores/painel-estatistico-de-pessoal) substitui o [Boletim Estatístico de Pessoal](https://www.gov.br/economia/pt-br/assuntos/planejamento/gestao-publica/arquivos-e-publicacoes/bep) e seus dados são atualizados mensalmente.

Fonte: [PEP](https://www.gov.br/economia/pt-br/assuntos/planejamento/servidores/painel-estatistico-de-pessoal)";"Aposentadorias,Cargos,Função,Remuneração,Servidores";"1";"0";"275"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Portal Nacional de Contratações Públicas - PNCP";"Os dados do Portal Nacional de Contratações Públicas (PNCP) constituem um conjunto de informações públicas, estruturadas e disponibilizadas de forma gratuita com o objetivo de promover a transparência, o controle social e a reutilização de dados relacionados às contratações realizadas pela Administração Pública no Brasil, em conformidade com a Lei nº 14.133/2021 (Nova Lei de Licitações e Contratos).

Esses dados abrangem todas as etapas do ciclo da contratação pública, em todas as esferas de governo, desde o planejamento até a execução contratual, permitindo que cidadãos, órgãos de controle, pesquisadores, empresas e desenvolvedores acompanhem e analisem como os recursos públicos estão sendo empregados.

Entre as principais informações disponibilizadas em dados abertos do PNCP, destacam-se:
- Planos de Contratações Anuais (PCA), que demonstram o planejamento das aquisições dos órgãos e entidades;
- Editais e Avisos de processos de contratação, incluindo licitações e contratações diretas;
- Atas de Registro de Preços, com seus respectivos itens, fornecedores e valores;
- Contratos administrativos, contendo dados como objeto, valor, vigência e partes envolvidas;
- Informações sobre órgãos, entidades, unidades administrativas e fornecedores, identificados por CNPJ e demais atributos públicos.

Os dados são disponibilizados em formato aberto e padronizado por meio de API (Interface de Programação de Aplicações) baseada em serviços REST, com respostas em JSON, o que facilita a integração com sistemas externos, a criação de painéis de monitoramento, estudos estatísticos, auditorias e aplicações de inteligência de dados.

O acesso aos dados abertos do PNCP não exige autenticação, reforçando o princípio da publicidade e permitindo que qualquer interessado consulte, reutilize e cruze as informações, respeitados os limites legais de sigilo e proteção de dados pessoais.

Dessa forma, os dados abertos do PNCP consolidam-se como um instrumento estratégico de governança pública, fortalecendo a transparência, a eficiência administrativa e o controle social sobre as contratações públicas em todas as esferas de governo.";"CONTRATOS,Compras governamentais,Contrata mais Brasil,Contratações,Lei 14.133 de 2021,PNCP";"2";"0";"144"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Processo Eletrônico Nacional - PEN";"Dados referentes ao Processo Eletrônico Nacional
Este conjunto de dados refere-se aos dados coletados das instâncias do SEI com o Módulo de Estatísticas ativado.

Atualmente os órgãos que tem ativado o Módulo de Estatísticas do SEI - https://github.com/pengovbr/mod-sei-estatisticas,
enviam as informações daquela instância para um sistema centralizador.

Os dados enviados são dados estatísticos e o administrador do SEI decide a frequência com que serão enviados.

O propósito desse conjunto de dados é apresentar os dados que compõem essas estatísticas.";"Dados Estratégicos,SEI,processo eletrônico nacional";"228";"0";"291"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Processos do Supremo Tribunal Federal, do Supremo Tribunal da Justiça e da Casa da Suplicação";"Esta base de dados recupera documentos provenientes da Casa da Suplicação do Brasil, do Supremo Tribunal de Justiça e, finalmente, do Supremo Tribunal Federal. Informações a serem disponibilizadas: Fundo; Título; Sobrenome; Prenome; Responsabilidade; Sobrenome; Prenome; Responsabilidade; Ano inicial; Ano final; Local; Série; C. Referência.";"Arquivo Nacional";"4";"1";"77"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Protocolos do Governo Federal";"Metadados sobre documentos e processos protocolados no âmbito do poder executivo do governo federal.
As informações disponibilizadas referem-se à produção documental dos órgãos e entidades que já aderiram ao sistema [Protocolo Integrado](http://www.protocolointegrado.gov.br) (_instituído pela Portaria Interministerial nº 2.320, de 30 de dezembro de 2014_).

__[Acesse aqui](https://protocolointegrado.gov.br/Protocolo/orgaos_integrados.jsf?todos=true#integrados)__ a lista de órgãos que já participam do Protocolo Integrado";"processos administrativos,protocolo";"3";"0";"74"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Registro de  Entrada de  Documentos  no Arquivo  Nacional";"Registro de entrada de documentos no Arquivo Nacional.";"Transferência,doação,entrada de acervo,recolhimento";"5";"0";"167"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Relação de aplicativos móveis disponivel na Conta única de Governo";"Informações sobre os aplicativos móveis do Governo Federal, registrados na conta única GOV.BR da Administração Pública Federal, conforme disposto no Decreto nº 9.756/2019. Os dados são atualizados **semanalmente** para refletir a lista de aplicativos disponíveis na conta unificada do Governo.

As informações disponibilizadas nesta página são mantidas atualizadas, garantindo que o arquivo acessível por meio do link na seção de **Recursos** contenha sempre a versão mais recente dos dados. Essa prática visa assegurar que os usuários tenham acesso contínuo às informações mais atualizadas sobre os aplicativos móveis do Governo Federal.

Para atender demandas específicas por versões históricas ou arquivos correspondentes a datas anteriores, solicitações devem ser encaminhadas diretamente à área técnica responsável. É necessário especificar a data exata do arquivo desejado no pedido, que pode ser enviado para o e-mail de contato técnico disponibilizado.";"aplicativo móvel,conta única";"2";"0";"104"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Relação de órgãos que utilizam a malha da INFOVIA";"Relação de órgãos e entidades públicas que utilizam a Infovia Brasília — infraestrutura metropolitana de comunicações baseada em rede óptica, concebida para oferecer, em ambiente seguro, serviços e funcionalidades de alta performance e disponibilidade aos órgãos e entidades públicos.

A gestão da rede e de seus serviços é de responsabilidade da Secretaria de Governo Digital do Ministério da Gestão e da Inovação em Serviços Públicos, enquanto a operação e a manutenção da infraestrutura óptica e dos equipamentos ficam a cargo do Serviço Federal de Processamento de Dados (SERPRO).

Os dados são atualizados semestralmente.";"Comunicação,Dados Estratégicos,Infovia,Infraestrutura de rede ótica,Malha de cabeamento de fibra ótica,Rede,Rede metroplitana,comunicação,infovia,infraestrutura de rede ótica,malha de cabeamento de fibra ótica,rede,rede metropolitana";"4";"0";"199"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Relação dos empregados terceirizados do Ministério da Gestão e da Inovação em Serviços Públicos";"Relação atualizada de empregados terceirizados contratados pelo Ministério da Gestão e da Inovação em Serviços Públicos (MGI). 
A listagem é disponibilizada no portal do MGI, na seção ""Acesso à informação - Servidores - Relação completa de empregados terceirizados"" ou pelo link direto https://www.gov.br/gestao/pt-br/acesso-a-informacao/servidores/relacao-completa-de-empregados-terceirizados.
Além disso, a relação é encaminhada quadrimestralmente à Controladoria-Geral da União (CGU), em cumprimento às normas de transparência e controle institucional.";"MGI,Terceirização,colaboradores terceirizados ";"1";"0";"42"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Remuneração dos Servidores Públicos Federais e dos Ex-Territórios do Poder Executivo Federal";"Esta publicação informa a remuneração dos Servidores Públicos Federais Civis e dos Ex-Territórios do Poder Executivo, com a divulgação das Tabelas de Remuneração atribuídas aos cargos e/ou carreiras.
Os dados nas referidas tabelas serão corrigidos e o caderno reeditado sempre que houver alteração.
O Mes/Ano na tabela refere-se ao inicio de sua vigência.";"";"2";"0";"772"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Resoluções no CONARQ";"Reunião dos instrumentos normativos que regulam matérias arquivísticas sobre diversos temas relativos à gestão, à preservação e ao acesso aos documentos públicos";"Legislação,Legislação Arquivista,Política nacional de arquivos públicos e privados,Resoluções do Conarq";"3";"0";"22"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Roteiro de Fontes do Arquivo Nacional para a História Luso-Brasileira";"Base de dados que abrange um universo de três mil e quinhentos conjuntos documentais. O acervo relativo ao período (século XVI até a Independência) está indexado por temas, lugares e nomes de instituições ou indivíduos. Informações a serem disponibilizadas: Conjunto documental; Notação; Datas limites; Fundo ou Coleção; Descritores Onomásticos; Descritores Toponímicos; Descritores Temáticos; Observações.";"Arquivo Nacional";"4";"0";"8"
"Ministério da Gestão e da Inovação em Serviços Públicos";"SCDP";"O Sistema de Concessão de Diárias e Passagens é um sistema eletrônico que integra as atividades de concessão, registro, acompanhamento, gestão e controle das diárias e passagens, decorrentes de viagens realizadas no interesse da administração, em território nacional ou estrangeiro.";"Hotel,avião,concessão,diárias,hoteis,internacional,passagens,scdp,transporte,viagem,viagem a serviço,viagens";"1";"0";"149"
"Ministério da Gestão e da Inovação em Serviços Públicos";"SIAPE";"O Sistema Integrado de Administração de Recursos Humanos (SIAPE) tem a missão de integrar todas as plataformas de gestão da folha de pessoal dos servidores públicos. ";"aposentadoria,aposentados,ativos,folha de pagamento,pagamento,pensão,recursos humanos,servidor,servidores,siape,siapenet";"1";"1";"716"
