Organização;Nome;Descrição;Tags;Quantidade Recursos;Quantidade Reusos;Quantidade Downloads;_eixo;_matches
Ministério da Gestão e da Inovação em Serviços Públicos;Biblioteca Maria Beatriz Nascimento (Plataforma para preservação e acesso a objetos digitais do AN);"Plataforma voltada para a indexação, preservação e acesso aos objetos informacionais digitais publicados e produzidos pela instituição, bem como obras que tenham o Arquivo Nacional como tema. Informações a serem disponibilizadas: Tipo de documento; Título; Autor; Instituição; Resumo; Notas; Assuntos; Local; Fonte; Data; Editor; Coleções.";Arquivo Nacional;4;0;17;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Dados sinteticos das analises de aquisicoes de grande vulto de TIC realizadas e deliberadas;Dados sintéticos das análises de aquisições de grande vulto de TIC realizadas e deliberadas (Análise de alçadas de valor realizadas pela SGD para contratações cujo valor estimado é superior a 20 milhões de reais).;Alçadas de Valor de Contratações de TIC,Aquisições de TIC de grande vulto,Instrução Normativa 06 de 2023 SGD MGI,contratações de TIC;1;0;17;Compras/Contratos/Licitações/Orçamento;ata,contrat
Ministério da Gestão e da Inovação em Serviços Públicos;Roteiro de Fontes do Arquivo Nacional para a História Luso-Brasileira;"Base de dados que abrange um universo de três mil e quinhentos conjuntos documentais. O acervo relativo ao período (século XVI até a Independência) está indexado por temas, lugares e nomes de instituições ou indivíduos. Informações a serem disponibilizadas: Conjunto documental; Notação; Datas limites; Fundo ou Coleção; Descritores Onomásticos; Descritores Toponímicos; Descritores Temáticos; Observações.";Arquivo Nacional;4;0;8;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Canais de Atendimento do ColaboraGov - CompartilhaGestão;O CompartilhaGestão é um sistema de gestão de demandas que permite aos colaboradores solicitar a prestação de serviços de forma prática e organizada, trazendo mais transparência no acompanhamento do serviço.;conjunto de dados;1;0;7;Compras/Contratos/Licitações/Orçamento;licita
Ministério da Gestão e da Inovação em Serviços Públicos;Módulo de Atendimento à Distância;"Ferramenta de consulta ao instrumento de pesquisa do SIAN e de solicitação de serviço. Informações a serem disponibilizadas: Objeto da Pesquisa; Serviço/Produto fornecidos; Data.";Arquivo Nacional;4;0;7;Compras/Contratos/Licitações/Orçamento;ata,licita,licitação
Ministério da Gestão e da Inovação em Serviços Públicos;Canais de Atendimento do ColaboraGov - CompartilhaServiços;O Compartilha Serviços é uma plataforma criada para melhorar a organização dos serviços de TI, tornando tudo mais rápido e eficiente. Ela ajuda em várias áreas, como registro de problemas, pedidos de serviços, catálogo de serviços, base de conhecimento e controle de mudanças. A plataforma automatiza tarefas repetitivas e processos manuais, permitindo que a equipe de TI se dedique a atividades mais importantes. Também facilita a criação e a gestão de um catálogo com os serviços disponíveis, tornando mais fácil para os usuários encontrarem e solicitarem o que precisam.;Tecnologia;1;0;6;Compras/Contratos/Licitações/Orçamento;ata,licita
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Endividamento - Legado;"Dados Legados de Endividamento das Empresas Estatais Federais

__Conceito__

Este conjunto reúne informações sobre o endividamento das empresas estatais federais até o exercício de 2024. A partir do exercício de 2025, essas informações passam a integrar o conjunto de dados financeiros. 

Os dados são apresentados no formato de natureza e prazo de vencimento do endividamento.

__Legislação__

Lei nº 13.303, de 2016 (Lei das Estatais);
Lei nº 6.404, de 1976 (Lei das Sociedades por Ações).

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal;1;0;6;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Centro de Referência de Acervos Presidenciais;"O Centro de Referência de Acervos dos Presidentes fornece informações sobre os acervos documentais privados dos presidentes da República, produzidos e acumulados antes, durante e depois do mandato presidencial, guardados em instituições públicas, entidades privadas ou pelo próprio titular. Informações a serem disponibilizadas: Entidade custodiadora/instituições; Local; Presidente da República; Data inicial; Data final.";Arquivo Nacional,Presidência da República;4;0;5;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Família Ferrez;"Contém informações sobre o acervo documental de cerca de 40 mil itens acumulados e preservados ao longo de mais de 150 anos. Inclui os arquivos pessoais de Gilberto Ferrez, do seu pai, tio e avô, respectivamente, Júlio, Luciano e Marc Ferrez, além do arquivo da firma comercial que possuíam. Informações a serem disponibilizadas: Número de acessos à base de dados; Fundo; Data; Conteúdo; Local; Assunto; Autoria.";Arquivo Nacional;4;0;5;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Gestão de Dirigentes e Conselheiros (Atual);"Informações sobre dirigentes, conselheiros e membros de Comitê das Empresas Estatais Federais.

__Conceito__

Dirigentes, conselheiros e membros de Comitê de empresas estatais são pessoas que ocupam cargos de liderança e supervisão dentro dessas empresas que pertencem ao governo federal.

Dirigentes são os responsáveis pela gestão executiva da empresa. Tomam decisões operacionais e estratégicas para fazer a empresa funcionar. Exemplos: presidente (ou CEO) e diretores (financeiro, operacional, etc.).

Conselheiros fazem parte do chamado Conselho de Administração ou do Conselho Fiscal. O Conselho de Administração é o órgão estratégico e de decisão, que define os rumos da empresa (estratégia, investimentos, metas), escolhe e pode demitir os dirigentes (diretores, presidente), acompanha o desempenho da gestão e aprova decisões importantes (fusões, grandes contratos, etc.). Já o Conselho Fiscal é o órgão de fiscalização e controle, atuando na análise das contas da empresa e acompanhamento do cumprimento de leis e normas.

Membros de comitê são pessoas que fazem parte de times especializados dentro da estrutura de governança de uma empresa para tratar de temas específicos (auditoria, governança, pessoas, riscos, etc.) com mais profundidade e analisar assuntos importantes antes das decisões finais do Conselho.

Em empresas estatais federais, esses cargos costumam ter ligação com o governo, já que o controle da empresa pertence à União. Por isso, muitas vezes são indicados por autoridades públicas, mas devem seguir regras de governança.

__Legislação__

No Brasil, esse tipo de empresa é regulamentado pela Lei n° 13.303, de 2016 (Lei das Estatais).

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal;1;0;4;Compras/Contratos/Licitações/Orçamento;ata,contrat,contrato,contratos,empenh,empenho
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Gestão de Dirigentes e Conselheiros (Legado);"Informações legadas sobre dirigentes, conselheiros e membros de Comitê das Empresas Estatais Federais.

__Conceito__

Dirigentes, conselheiros e membros de Comitê de empresas estatais são pessoas que ocupam cargos de liderança e supervisão dentro dessas empresas que pertencem ao governo federal.

Dirigentes são os responsáveis pela gestão executiva da empresa. Tomam decisões operacionais e estratégicas para fazer a empresa funcionar. Exemplos: presidente (ou CEO) e diretores (financeiro, operacional, etc.).

Conselheiros fazem parte do chamado Conselho de Administração ou do Conselho Fiscal. O Conselho de Administração é o órgão estratégico e de decisão, que define os rumos da empresa (estratégia, investimentos, metas), escolhe e pode demitir os dirigentes (diretores, presidente), acompanha o desempenho da gestão e aprova decisões importantes (fusões, grandes contratos, etc.). Já o Conselho Fiscal é o órgão de fiscalização e controle, atuando na análise das contas da empresa e acompanhamento do cumprimento de leis e normas.

Membros de comitê são pessoas que fazem parte de times especializados dentro da estrutura de governança de uma empresa para tratar de temas específicos (auditoria, governança, pessoas, riscos, etc.) com mais profundidade e analisar assuntos importantes antes das decisões finais do Conselho.

Em empresas estatais federais, esses cargos costumam ter ligação com o governo, já que o controle da empresa pertence à União. Por isso, muitas vezes são indicados por autoridades públicas, mas devem seguir regras de governança.

__Legislação__

No Brasil, esse tipo de empresa é regulamentado pela Lei n° 13.303, de 2016 (Lei das Estatais).

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal;1;0;3;Compras/Contratos/Licitações/Orçamento;ata,contrat,contrato,contratos,empenh,empenho
Ministério da Gestão e da Inovação em Serviços Públicos;Abono de Permanência do Poder Executivo Federal;"Abono de Permanência
O abono de permanência é um benefício pecuniário concedido ao servidor que opte por permanecer em atividade após ter cumprido todos os requisitos para aposentadoria voluntária, no valor equivalente à sua contribuição previdenciária, até completar as exigências para a aposentadoria compulsória.
INFORMAÇÕES GERAIS
	O tempo de serviço e/ou contribuição anterior à FIOCRUZ, deverá ser comprovado mediante certidões emitidas pelo Instituto Nacional de Seguridade Social ou pelo respectivo órgão da Administração Pública.
	O Abono de Permanência é devido a partir do cumprimento dos requisitos para sua obtenção, limitada a vigência da Emenda Constitucional 41, de 19.12.2003, conforme orientação contida no Ofício Circular n° 25/SRH/MP, de 29.10.2004 e § 3º do art. 3º da Orientação Normativa nº 01/SPS/INSS, de 06.01.2004.
	O passivo financeiro gerado no período anterior a janeiro de 2005 será efetivado observando-se as regras de pagamento de exercício anteriores.

EXIGÊNCIA DOCUMENTAL
Deverá ser anexado ao requerimento de concessão do Abono de Permanência, o Mapa de Tempo de Serviço devidamente atualizado e assinado pelo SRH da unidade de lotação do requerente.

PROCEDIMENTOS
A concessão do Abono de Permanência será efetivada mediante a protocolização do pedido do servidor através de requerimento próprio, devendo constar a expressão opção por permanecer em atividade.
";servidor federal;0;0;0;Compras/Contratos/Licitações/Orçamento;pagamento
Ministério da Gestão e da Inovação em Serviços Públicos;Afastamento Remunerado;"Afastamentos e Licenças

O servidor público federal dispõe de modalidades de afastamentos e de licenças que estão previstas por legislação específica e relacionadas pela necessidade do servidor e da administração pública.
Em relação às modalidades e às suas especificidades, seguem os diferentes tipos de afastamentos e licenças previstos pela legislação brasileira.

Afastamentos
Afastamento para Justiça Eleitoral
Afastamento para Mandato Eletivo
Afastamento para ser cedido para ter exercício em outro órgão ou entidade dos   Poderes da União, dos Estados, ou do Distrito Federal e dos Municípios
Afastamento para Estudo ou Missão no Exterior
Afastamentos para realização de programas de mestrado e doutorado
Afastamentos para realização de programas de pós-doutorado
Afastamento de servidor para servir em organismo internacional de que o Brasil participe ou com o qual coopere dar-se-á com perda total da remuneração.
 
Licenças
Licença à Maternidade
Licença Incentivada sem Remuneração
Licença para Atividade Política
Licença para Capacitação
Licença para Desempenho de Mandato Classista
Licença para Tratamento de Saúde
Licença para Tratar de Interesses Particulares
Licença Paternidade
Licença por Acidente em Serviço
Licença por Motivo de Afastamento do Cônjuge ou Companheiro
Licença por Motivo de Doença em Pessoa da Família
Licença-Prêmio por Assiduidade

";Afastamento Remunerado,Servidor;0;0;0;Compras/Contratos/Licitações/Orçamento;ata,empenh,empenho
Ministério da Gestão e da Inovação em Serviços Públicos;Brasil Mapeado;"O Brasil Mapeado é um aplicativo que permite a visualização em uma dimensão espacial de vários tipos de instalações e os espaços físicos, públicos ou privados, onde é prestado de forma presencial algum tipo de serviço do poder público à pessoa física ou jurídica.

![exemplo de tela do mapa](/wp/wp-content/uploads/2017/10/brasil-mapeado-546px.gif)

O aplicativo foi construido para o o [Concurso de Aplicativos para Dados Abertos](/concurso/concurso-nacional-de-dados-abertos) realizado pelo Ministério do Planejamento, Orçamento e Gestão; e pelo Comitê Gestor da Internet no Brasil (CGI.Br), representado pelo Núcleo de Informação e Coordenação do Ponto BR (NIC.Br), por meio do Escritório Brasileiro do W3C Brasil

A partir da localização fornecida (primeiramente tenta-se obter a localização através de um [serviço de geolocalização disponível na internet](http://www.w3schools.com/html/html5_geolocation.asp) - verificar se o browser tem permissão de geolocalização - e no caso de insucesso, o usuário poderá digitar sua cidade ou endereço atual), a aplicação será iniciada com o mapa tendo como ponto central sua localização. Atentamos que o serviço de localização não é muito preciso, porém ao ser acessado por dispositivos móveis que disponha da ferramente de GPS e está esteja ativada, a geocodificação é mais precisa.

No lado direita da aplicação, tem-se o gerenciador de camadas, no qual são exibidas todas as camadas de equipamentos públicos disponíveis. Ao selecionar qualquer uma das camadas, será exibido no mapa, caso existam, os equipamentos mais próximos de sua localização. Clicando sobre qualquer um dos ícone, um Info-Window (janela de informação) com os detalhes dos equipamentos será exibida, tendo a possibilidade de compartilhamento com Facebook ou Twitter.";Cartografia,Mapas Interativos,atendimento ao cidadão,equipamentos públicos;1;0;0;Compras/Contratos/Licitações/Orçamento;orçament
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Política de Aplicação das Agências Financeiras Oficiais de Fomento;"Política de Aplicação das Agências Financeiras Oficiais de Fomento.

__Conceito__

Trata-se de plano de aplicação de recursos (empréstimos e financiamentos) das agências financeiras oficiais de fomento, observando a preservação e geração do emprego e as prioridades determinadas anualmente pela Lei de Diretrizes Orçamentárias (LDO).

As Agências Financeiras de Fomento configuram mecanismos de realização de políticas públicas de investimento e desenvolvimento, cujo objetivo maior é a propagação do bem-estar social, contribuindo para o desenvolvimento social e econômico dos estados, a fim de garantir sua sustentabilidade e reduzir as desigualdades regionais e sociais.

Assim, são consideradas agências oficiais, em relação à política de aplicação, o Banco da Amazônia S.A (BASA), o Banco do Brasil S.A. (BB), o Banco Nacional de Desenvolvimento Econômico e Social (BNDES) e suas subsidiárias (o BNDES Participações - BNDESPAR e a Agência Especial de Financiamento Industrial - FINAME), o Banco do Nordeste do Brasil S.A. (BNB), a Caixa Econômica Federal (CAIXA) e a Financiadora de Estudos e Projetos (FINEP).

__Legislação__

Lei de Diretrizes Orçamentárias – LDO, uma lei anual, que em relação às agências financeiras oficiais de fomento define as diretrizes de como devem ser aplicados seus recursos.

Lei Orçamentária Anual - LOA, uma lei anual, que em relação às agências financeiras oficiais de fomento constam com valores e previsões financeiras, especialmente no orçamento de investimento e nas operações de crédito.

Lei nº 13.303, de 2016 (Lei das Estatais).

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal,Orçamento;1;0;0;Compras/Contratos/Licitações/Orçamento;ata,orçament
